fiscal_year,bid_number,document_type,record_date,record_number,title,normalized_vendor,category,subcategory,evidence_basis,substantive_source_url,procurement_status,award_status,contract_status,amendment_status,po_status,invoice_status,payment_status,approved_amount,contract_ceiling,verified_actual_payments,parent_contract_number,source_url,notes
"FY2025-26","25/26-016","Agreement/Contract","2026-08-11","2025/2026-229","AGREEMENT FOR CONSTRUCTION ENGINEERING AND INSPECTION SERVICES FOR SUN TRAIL","Eisman & Russo, Inc.","Engineering & Professional Services","Construction Engineering & Inspection","SUBSTANTIVE OFFICIAL DOCUMENT REVIEWED","https://claycounty.novusagenda.com/agendapublic/MeetingView.aspx?MeetingID=2160&MinutesMeetingID=-1&doctype=Agenda","FOUND","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18827","Top-ranked firm and executed agreement matched; agreement amount and actual payments remain unverified."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-11","2025/2026-24 AM2","SECOND AMENDMENT TO AGREEMENT FOR SIDEWALKS FOR THE COMMUNITY DEVELOPMENT BLOCK GRANT ENTITLEMENT PROGRAM",,"Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","NEEDS VERIFICATION","FOUND","N/A","N/A","N/A",,,,"2025/2026-24","https://dmcc.clayclerk.com/Documents/Download/18830","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-12","2024/2025-207 AM2","SECOND AMENDMENT TO COMPREHENSIVE AGREEMENT - BETWEEN CLAY COUNTY AND FORTRESS SECURED, LLC FOR THE DELIVERY OF TWO FIRE STATION FACILITIES","BETWEEN CLAY COUNTY AND FORTRESS SECURED, LLC FOR THE DELIVERY OF TWO FIRE STATION FACILITIES","Fire/EMS",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-207","https://dmcc.clayclerk.com/Documents/Download/18821","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-12","2025/226-73 AM1","FIRST AMENDMENT TO AGREEMENT FOR OMEGA PARK CCUA CONNECTION - ADVANTAGE CONTRACTING GROUP","ADVANTAGE CONTRACTING GROUP","Utilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2025/226-73","https://dmcc.clayclerk.com/Documents/Download/18831","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-08-14","2025/2026-230","AGREEMENT FOR SIDEWALK REPAIR - PRECISION SIDEWALK SAFETY CORPORATION","PRECISION SIDEWALK SAFETY CORPORATION","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18824","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-08-20","2025/2026-231","MEDIATION PROGRAM COORDINATOR AGREEMENT FOR THE PERIOD SEPTEMBER 8, 2026 THROUGH SEPTEMBER 30, 2027 - WELDON","WELDON","Legal",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18844","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-24","2022/2023-266 RN3 AM5","THIRD RENEWAL AND FIFTH AMENDMENT TO AGREEMENT FOR GROUNDSKEEPING SERVICES FOR CLAY COUNTY FACILITIES - CHALLENGE ENTERORISES","CHALLENGE ENTERORISES","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2022/2023-266","https://dmcc.clayclerk.com/Documents/Download/18856","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-24","2023/2024-256 AM5","FIFTH AMENDMENT TO PHASE 2 CONSTRUCTION MANAGEMENT AT RISK (CMAR) CONSTRUCTION AGREEMENT FOR THE CLAY COUNTY BUILDING/ECONOMIC DEVELOPMENT SERVICES FACILITY - SCORPIO","SCORPIO","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2023/2024-256","https://dmcc.clayclerk.com/Documents/Download/18838","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-24","2024/2025-41 AM6","SIXTH AMENDMENT TO AGREEMENT FOR CR 220 WIDENING – PHASE 2 - REEVES CONSTRUCTION","REEVES CONSTRUCTION","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-41","https://dmcc.clayclerk.com/Documents/Download/18839","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-25","2020/2021-149 AM1","FIRST AMENDMENT TO AGREEMENT FOR ENGINEERING CONSULTANT DESIGN SERVICES FOR SR 23/FRONTAGE ROADS FROM TRAIL RIDGE ROAD TO OAKLEAF PLANTATION PARKWAY - CONNELLY AND WICKER","CONNELLY AND WICKER","Engineering & Professional Services","Architecture & Design","CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2020/2021-149","https://dmcc.clayclerk.com/Documents/Download/18865","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-25","2024/2025-30 AM6","SIXTH AMENDMENT TO AGREEMENT FOR CR 220 WIDENING – PHASE 1 - KIRBY DEVELOPMENT","KIRBY DEVELOPMENT","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-30","https://dmcc.clayclerk.com/Documents/Download/18866","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-08-25","2025/2026-232","STATE HOUSING INITIATIVES PARTNERSHIP (SHIP) PROGRAM ANNUAL REPORT AND LOCAL HOUSING INCENTIVES CERTIFICATION",,"Other",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18860","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-08-25","2025/2026-234","RIVER CITY HUNTER JUMPER ASSOC. ADDENDUM TO RESERVATION AGREEMENT",,"Parks/Recreation",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18837","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-08-25","2025/2026-236","INTERLOCAL AGREEMENT FOR REIMBURSEMENT OF PROPERTY APPRASIER - STORMWATER MSBU",,"Stormwater/Drainage",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18840","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-08-28","2025/2026-235","INTERLOCAL AGREEMENT FOR REIMBURSEMENT OF T AX COLLECTOR - STORMWATER MSBU",,"Stormwater/Drainage",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18859","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-08-31","2025/2026-154 AM1","FIRST AMENDMENT TO AGREEMENT FOR DIRT ROAD PAVING OF LAKEVIEW STREET AND HILLTOP STREET - MALOY GRADING CORPORATION","MALOY GRADING CORPORATION","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2025/2026-154","https://dmcc.clayclerk.com/Documents/Download/18855","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-08-31","2025/2026-237","MEMORANDUM OF AGREEMENT FOR IN-KIND DONATION OF CHARTERS OF FREEDOM MONUMENT AT THE CLAY COUNTY HISTORIC TRIANGLE - CARLTON CONST",,"Community/Nonprofit Agreements",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18858","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-01","2022/2023-72 RN2","SECOND RENEWAL TO AGREEMENT FOR FRONTLOAD CONTAINER SERVICE FOR MULTIPLE COUNTY FACILITIES - FREEDOM WAST MANAGEMENT","FREEDOM WAST MANAGEMENT","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2022/2023-72","https://dmcc.clayclerk.com/Documents/Download/18853","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-01","2023/2024-1 RN1","FIRST RENEWAL TO LANDFILL MAINTENANCE AGREEMENT - EROSION CONNTROL SEEDING AND MULCHING","EROSION CONNTROL SEEDING AND MULCHING","Solid Waste/Franchises",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2023/2024-1","https://dmcc.clayclerk.com/Documents/Download/18878","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-01","2023/2024-264","EXPRESS SCRIPTS - PBM SERVICE - AGREEMENT ADDENDUM","AGREEMENT ADDENDUM","Insurance/Benefits",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18854","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-01","2025/2026-238","AGREEMENT FOR FENCING WORK AT TANGLEWOOD PARK - RYMAR CONSTRUCTION","RYMAR CONSTRUCTION","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18867","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-01","2025/2026-239","AGREEMENT FOR DRAINAGE REPAIR AND/OR NEW PUBLIC WORKS CONSTRUCTION - jax utilities","jax utilities","Stormwater/Drainage",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18832","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-01","2025/2026-240","AGREEMENT FOR DRAINAGE REPAIR AND/OR NEW PUBLIC WORKS CONSTRUCTION - KIRBY DEVELOPMENT","KIRBY DEVELOPMENT","Stormwater/Drainage",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18868","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-01","2025/2026-241","AGREEMENT FOR DRAINAGE REPAIR AND/OR NEW PUBLIC WORKS CONSTRUCTION - CALLAWAY CONTRACTING","CALLAWAY CONTRACTING","Stormwater/Drainage",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18857","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-01","2025/2026-242","ADOPT A MILE/SPOT PROGRAM - LITTER REMOVAL AGREEMENT - MIDDLEBURG AMERICAN LEGION POST 250",,"Community/Nonprofit Agreements",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18879","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-01","2025/2026-53 AM2","SECOND AMENDMENT TO AGREEMENT FOR OLD JENNINGS AND LONG BAY TRAFFIC SIGNAL AND INTERSECTION IMPROVEMENTS - CHINCHOR ELECTRIC","CHINCHOR ELECTRIC","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2025/2026-53","https://dmcc.clayclerk.com/Documents/Download/18842","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-03","2021/2022-257 RN2","SECOND RENEWAL TO AGREEMENT FOR HOUSEHOLD HAZARDOUS WASTE MANAGEMENT SERVICES - HHW GREER ENTERPRISES","HHW GREER ENTERPRISES","Environmental/Mosquito",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2021/2022-257","https://dmcc.clayclerk.com/Documents/Download/18877","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-04","2019/2020-196 AM16","SIXTEENTH AMENDMENT TO AGREEMENT FOR OWNER’S REPRESENTATIVE SERVICES FOR 2020 TRANSPORTATION BOND PROGRAM - WGI., INC.","WGI., INC.","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2019/2020-196","https://dmcc.clayclerk.com/Documents/Download/18872","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-04","2024/2025-72 AM9","NINTH AMENDMENT TO AGREEMENT FOR CLAY COUNTY ANIMAL SERVICES SHELTER AND CARE FACILITY - E. VAUGHN RIVERS","E. VAUGHN RIVERS","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-72","https://dmcc.clayclerk.com/Documents/Download/18873","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-08","1992/1993-171 ADD46","JONES EDMUNDS LANDFILL - TECH CONSULTING","TECH CONSULTING","Administrative/Consulting",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"1992/1993-171 ADD46","https://dmcc.clayclerk.com/Documents/Download/18889","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-08","2018/2019-122 RN5","FIFTH RENEWAL TO AGREEMENT WITH CLAY TODAY - OSTEEN MEDIA","OSTEEN MEDIA","Libraries/Media",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2018/2019-122","https://dmcc.clayclerk.com/Documents/Download/18885","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-08","2020/2021-226 EXT 4","FOURTH EXTENSION AND AMENDMENT TO AGREEMENT FOR MEDICAL DIRECTOR SERVICES - JUSTIN DEATON MD","JUSTIN DEATON MD","Health/Human Services",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2020/2021-226 EXT 4","https://dmcc.clayclerk.com/Documents/Download/18890","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-08","2024/2025-72 AM10","TENTH AMENDMENT TO AGREEMENT FOR CLAY COUNTY ANIMAL SERVICES SHELTER AND CARE FACILITY - E. VAUGHN RIVERS","E. VAUGHN RIVERS","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-72","https://dmcc.clayclerk.com/Documents/Download/18891","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-09-08","2025/2026-118 AM1","FIRST AMENDMENT TO LETTER OF INTENT WITH KLARE TIMBER LLC - LETTER OF INTENT",,"Other",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","NEEDS VERIFICATION","FOUND","N/A","N/A","N/A",,,,"2025/2026-118","https://dmcc.clayclerk.com/Documents/Download/18898","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-08","2025/2026-243","AGREEMENT FOR CLAY COUNTY FAIRGROUNDS HURRICANE ROOF REPAIRS – EXHIBIT HALL 2 AND CATTLEMANS ARENA - LEGACY IN ACTION","LEGACY IN ACTION","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18875","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-08","2025/2026-245","INTERLOCAL AGREEMENT BETWEEN CLAY COUNTY AND THE HOUSING FINANCE AUTHORITY OF CLAY COUNTY - LEAH GARDENS",,"Grants/Interlocal Agreements",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18901","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-08","2025/2026-247","PROBLEM-SOLVING COURTS CASE MANAGER AGREEMENT FOR FY 2026/2027 - VALERIE HENRY","VALERIE HENRY","Legal",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18910","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-08","2025/2026-248","PROFESSIONAL SERVICES AGREEMENT FOR INDEPENDENT CONTRACTOR FOR FAMILY COURT MAGISTRATE SERVICES FOR FY 2026/2027 - LUNA FAMILY COURT MAGISTRATE","LUNA FAMILY COURT MAGISTRATE","Legal",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18902","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-09-08","2025/2026-249","CLAY COUNTY PROBLEM-SOLVING COURTS FUNDING AGREEMENT FOR FY 2026/2027 - CLAY BEHAVIORIAL",,"Health/Human Services",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18911","Clerk index metadata verified; document terms and payment chain require document-level review."
